~ 90, ie center


GEN2:300833B2DDD9014000000000    3     0.7853981633974483     45.0
GEN2:300833B2DDD9014000000000    1     0.7330382858376184     42.0

GEN2:300833B2DDD9014000000000    3     0.7853981633974483     45.0
GEN2:300833B2DDD9014000000000    1     0.7330382858376184     42.0

GEN2:300833B2DDD9014000000000    3     0.13962634015954636     8.0
GEN2:300833B2DDD9014000000000    1     0.8203047484373349     47.0

GEN2:300833B2DDD9014000000000    3     0.5235987755982988     30.0
GEN2:300833B2DDD9014000000000    1     0.5235987755982988     30.0

GEN2:300833B2DDD9014000000000    3     0.19198621771937624     11.0
GEN2:300833B2DDD9014000000000    1     0.5759586531581288     33.0

GEN2:300833B2DDD9014000000000    3     0.9250245035569946     53.0
GEN2:300833B2DDD9014000000000    1     0.8203047484373349     47.0

GEN2:300833B2DDD9014000000000    3     0.2792526803190927     16.0
GEN2:300833B2DDD9014000000000    1     0.6283185307179586     36.0

GEN2:300833B2DDD9014000000000    3     0.19198621771937624     11.0
GEN2:300833B2DDD9014000000000    1     0.7853981633974483     45.0

GEN2:300833B2DDD9014000000000    3     2.9845130209103035     171.0
GEN2:300833B2DDD9014000000000    1     0.6806784082777885     39.0

GEN2:300833B2DDD9014000000000    3     0.24434609527920614     14.0
GEN2:300833B2DDD9014000000000    1     0.7853981633974483     45.0

GEN2:300833B2DDD9014000000000    3     0.7853981633974483     45.0
GEN2:300833B2DDD9014000000000    1     0.19198621771937624     11.0

GEN2:300833B2DDD9014000000000    3     0.2792526803190927     16.0
GEN2:300833B2DDD9014000000000    1     0.8726646259971648     50.0

GEN2:300833B2DDD9014000000000    3     0.08726646259971647     5.0
GEN2:300833B2DDD9014000000000    1     0.6806784082777885     39.0

GEN2:300833B2DDD9014000000000    3     0.5759586531581288     33.0
GEN2:300833B2DDD9014000000000    1     0.5759586531581288     33.0

GEN2:300833B2DDD9014000000000    3     0.13962634015954636     8.0
GEN2:300833B2DDD9014000000000    1     0.5235987755982988     30.0

GEN2:300833B2DDD9014000000000    3     0.5235987755982988     30.0
GEN2:300833B2DDD9014000000000    1     0.8203047484373349     47.0

GEN2:300833B2DDD9014000000000    3     3.0892327760299634     177.0
GEN2:300833B2DDD9014000000000    1     0.7330382858376184     42.0

GEN2:300833B2DDD9014000000000    3     2.9321531433504737     168.0
GEN2:300833B2DDD9014000000000    1     0.8726646259971648     50.0

GEN2:300833B2DDD9014000000000    3     0.5235987755982988     30.0
GEN2:300833B2DDD9014000000000    1     0.8203047484373349     47.0

GEN2:300833B2DDD9014000000000    3     0.4886921905584123     28.0
GEN2:300833B2DDD9014000000000    1     0.4363323129985824     25.0

END OF TEST RUN FOR 3 sec
GEN2:300833B2DDD9014000000000    3     1.605702911834783     92.0
GEN2:300833B2DDD9014000000000    1     0.2792526803190927     16.0

GEN2:300833B2DDD9014000000000    3     1.4660765716752369     84.0
GEN2:300833B2DDD9014000000000    1     0.2792526803190927     16.0

GEN2:300833B2DDD9014000000000    3     1.5707963267948966     90.0
GEN2:300833B2DDD9014000000000    1     0.24434609527920614     14.0

GEN2:300833B2DDD9014000000000    3     1.413716694115407     81.0
